galaxy,quality,radius_nominal_kpc,fractional_velocity_error,shadow_delta_v2_nominal_km2_s2,shadow_sign_probability_positive,shadow_sign_evidence_bits,shadow_fixed_nuisance_closure_cost_sigma,g_observed_p50_m_s2,g_baryonic_p50_m_s2,g_inobservable_p025_m_s2,g_inobservable_p16_m_s2,g_inobservable_p50_m_s2,g_inobservable_p84_m_s2,g_inobservable_p975_m_s2,mass_inobservable_p025_solar,mass_inobservable_p16_solar,mass_inobservable_p50_solar,mass_inobservable_p84_solar,mass_inobservable_p975_solar,inobservable_status,authority
NGC6015,2,4.27,0.008387096774193548,13053.6654,0.986328125,5.192645077942396,38.65835481679599,1.8331896947402827e-10,8.285285019508448e-11,1.1287511698943922e-11,5.040090116651382e-11,9.929380517287562e-11,1.7966039057337152e-10,3.689868210007939e-10,2668822452.161502,8277917573.294237,11865743867.073626,15252676180.62329,18975053204.454086,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,4.6,0.011842105263157895,11836.03195,0.978759765625,4.557056504151272,25.471841342099825,1.635658715116768e-10,7.898972665693804e-11,3.173673744966124e-12,3.9192044230174805e-11,8.412783867298301e-11,1.564124321603616e-10,3.3265617613773657e-10,847803897.2374886,7718445992.993112,11591904077.249577,15098859760.117577,18709027918.859722,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,4.94,0.016,11209.42585,0.97412109375,4.272079545436801,18.226202746275657,1.4770422141651014e-10,7.37022736635921e-11,-3.131982799278976e-13,3.3463053983593324e-11,7.396711995579098e-11,1.3926135206433503e-10,2.963304528514828e-10,-103913375.92344414,7626147991.526882,11719099755.617012,15415493285.115473,19322395004.319405,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,5.3,0.03741496598639456,10558.854900000002,0.969970703125,4.05748549466076,7.61460538614627,1.31565551099215e-10,6.723496462151234e-11,-2.1479002466898727e-12,2.780643316957656e-11,6.43624233717553e-11,1.2365537277642828e-10,2.6216899554138827e-10,-788835439.1562963,7164395829.515421,11822437371.934555,16030800310.94406,20338771760.104073,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,5.63,0.026206896551724135,10193.6309,0.968505859375,3.988772744576746,10.77003587530657,1.216721681154553e-10,6.204277632751792e-11,-1.7265626198145852e-12,2.4667163654967174e-11,5.955820820363722e-11,1.1320115947431039e-10,2.37653540624722e-10,-837411087.7021918,7471566243.584468,12128196399.019964,16233838073.915653,20731344904.235836,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,5.96,0.026973684210526313,12233.0759,0.984619140625,5.022720076500083,11.642994195873666,1.2584984553296536e-10,5.88233158051032e-11,5.679693235231216e-12,3.268542151569286e-11,6.64023416438852e-11,1.2263983233656442e-10,2.5304913392673915e-10,2389419565.1385,10518455382.352402,15370850167.587406,20189959328.85682,25421595460.060966,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,6.27,0.009395973154362415,11331.4949,0.98046875,4.678071905112637,31.959343774815427,1.1534496629886637e-10,5.5909526196773745e-11,1.7716044306351511e-12,2.7649485787590397e-11,5.875512200204549e-11,1.0953416410698857e-10,2.2606276888630923e-10,895035547.5131618,10168989035.515568,15071929842.048775,19527753953.993706,24339279336.62252,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,8.24,0.026845637583892617,12065.103149999999,0.988037109375,5.385290155884792,12.080702172587333,8.789086973433737e-11,3.968090196775486e-11,6.536820778051318e-12,2.416796625349401e-11,4.761278394229416e-11,8.60718311581951e-11,1.8008442723194236e-10,5285006980.355361,14770550846.009235,21153745262.12679,27300551595.6263,33992591838.07619,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,10.3,0.0273972602739726,12312.4879,0.99462890625,6.540568381362703,12.778290402038895,6.733065457116787e-11,2.820831133657426e-11,8.766667643318484e-12,2.118457018526032e-11,3.856124172692156e-11,6.827276932834467e-11,1.3868417124482927e-10,10630338954.33944,19975592666.47836,27022846994.024895,34430715173.77313,42190856156.004456,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,11.13,0.021476510067114096,13421.7864,0.99658203125,7.192645077942396,17.2820444344696,6.481562332577718e-11,2.5458559563053494e-11,1.0619251398277586e-11,2.2286632750187238e-11,3.921982817592587e-11,6.766146756980149e-11,1.3513851099517284e-10,15250380388.249895,24587302385.153587,32171917573.812733,40462954904.08942,48251954080.06738,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,11.95,0.018421052631578946,14461.17265,0.99853515625,8.415037499278844,21.083282933415983,6.295547110307085e-11,2.3347189136522895e-11,1.2890863947220353e-11,2.3018332744281497e-11,3.943950048713193e-11,6.632963783032515e-11,1.3155856721676815e-10,18664551714.47571,28749224476.24443,37650469995.282394,46173940281.029854,55561040930.52006,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,12.72,0.01568627450980392,14989.49985,0.999267578125,9.415037499278844,25.517569053986815,5.989200890908481e-11,2.1370590078200257e-11,1.3316172924911142e-11,2.316522085239961e-11,3.835533755821405e-11,6.463842744577997e-11,1.2726823952563028e-10,21322609340.38794,32388019291.22697,41606572467.26579,50940807413.78848,60833459481.99845,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,13.58,0.014102564102564105,16228.176650000001,0.999755859375,11.0,29.980248833650222,5.83478266077338e-11,1.927897361612805e-11,1.502806857672838e-11,2.4028967661916306e-11,3.878098863270918e-11,6.424306190827339e-11,1.2459431941672524e-10,25457861834.88097,37880769035.40125,48506452286.481155,59148425369.05148,69859258269.43501,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,14.43,0.01772151898734177,17164.1941,0.999755859375,11.0,24.886960792292687,5.639387033074787e-11,1.7455862802505e-11,1.5694619186493685e-11,2.462184791772881e-11,3.8669655519553696e-11,6.335655985504192e-11,1.2234370039072603e-10,28928545094.71115,43054255760.31158,54990565100.77365,66918676396.15788,78562082153.48065,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,15.29,0.019620253164556962,17476.5864,1.0,12.0003521774803,23.05488959641982,5.332648422849003e-11,1.5815551697284073e-11,1.6003827161319347e-11,2.395624499681499e-11,3.705802233370236e-11,6.034624050553795e-11,1.1554763935012184e-10,30640359432.632103,46578456580.61256,59509734390.494705,72483431496.48784,85810204692.09396,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,16.02,0.023899371069182388,18062.73435,1.0,12.0003521774803,19.484111331248894,5.1450860723466956e-11,1.4553107850635346e-11,1.5898318862269042e-11,2.4005238512255638e-11,3.664631681411421e-11,5.908527988028661e-11,1.1273336313065992e-10,33131374223.099247,49923758296.5497,65005473689.35384,79038035759.06757,92957988003.56667,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,16.88,0.02236024844720497,19036.747900000002,1.0,12.0003521774803,21.674612982505693,4.9928785557714345e-11,1.3173280361110527e-11,1.6885862043543303e-11,2.4130836195016424e-11,3.659265016401867e-11,5.819881684036382e-11,1.0959437989788097e-10,36183213179.65098,55574413367.39645,72335336695.631,88416035818.69531,103489179655.01183,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,17.73,0.024539877300613498,19991.6044,1.0,12.0003521774803,20.474713935433613,4.855671307309968e-11,1.1983251734869027e-11,1.732690500907378e-11,2.472358731856974e-11,3.640762728460252e-11,5.8082789716257465e-11,1.0952673213520379e-10,39238813997.02282,61284381250.09437,80222210229.9152,98189892654.90381,115993581713.88834,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,18.59,0.029629629629629627,19965.1758,1.0,12.0003521774803,17.241868323207093,4.6062656929351767e-11,1.0910444615005362e-11,1.6699611880784514e-11,2.335977382600097e-11,3.502592943789875e-11,5.4812208358873676e-11,1.0379045427174101e-10,41217470938.33514,63978797664.75276,84272726598.8168,103114627899.52231,124089935532.08244,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,19.32,0.03475609756097561,20828.2911,1.0,12.0003521774803,15.106052654382777,4.522059575617127e-11,1.0145574783747415e-11,1.67020352774685e-11,2.3621024063299826e-11,3.48651681305555e-11,5.4444462473299155e-11,1.0287779924801593e-10,44057012103.0945,68223235465.38394,90863003650.57979,112653375998.15022,135551835031.76736,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,20.18,0.04242424242424243,21361.74595,1.0,12.0003521774803,12.632587411672784,4.3526519280270535e-11,9.386420036336967e-12,1.659072113812316e-11,2.342403061761e-11,3.4117699713979243e-11,5.412431997842799e-11,9.741181884652168e-11,44996733193.18006,72510001426.67776,97782049089.41104,122788268911.67169,149584822133.7034,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,21.04,0.03795180722891566,21907.6624,1.0,12.0003521774803,14.419774133646436,4.273294791689085e-11,8.673057437411951e-12,1.6742005493735095e-11,2.3118591079562998e-11,3.405839439533398e-11,5.26136105268904e-11,9.56091902235806e-11,49344889532.38598,77547151297.32886,104530360203.93124,131979778463.56746,156371357568.58215,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,21.89,0.04294478527607362,21129.6462,1.0,12.0003521774803,12.749717873026814,3.941155716178262e-11,8.028044737974585e-12,1.564542832656571e-11,2.155582622918309e-11,3.1187167460928874e-11,4.931202357903168e-11,9.161307113743638e-11,49464310825.69162,77746398295.1044,104379264088.11685,132443384887.13206,161408502741.6981,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,22.63,0.05345911949685535,19986.7692,1.0,12.0003521774803,10.145709991063647,3.61490943867809e-11,7.558594915352302e-12,1.3570135585976712e-11,1.9504382199776674e-11,2.8662599571191195e-11,4.525299305992578e-11,8.491753958961398e-11,47843058457.81243,75443555116.61649,102232130316.66275,131347392876.23955,163721631966.2986,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,23.48,0.05870967741935484,18882.8894,1.0,12.0003521774803,9.152910840684687,3.330668115550622e-11,7.075915209153987e-12,1.193632807879551e-11,1.7434859607502847e-11,2.6178651158333695e-11,4.131285004059198e-11,7.65559778502655e-11,45993664738.688614,71776245469.73529,99136108808.51694,129167447215.04906,162212141544.0314,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,24.34,0.05194805194805195,18735.91635,1.0,12.0003521774803,10.42878653295081,3.178101968998277e-11,6.610984028173256e-12,1.1771956252817948e-11,1.680929236854789e-11,2.5094257571731454e-11,3.922246944194634e-11,7.31404991136823e-11,47854462015.6078,75313018037.00107,102717466451.7935,130723279154.82826,161379873726.75323,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,25.19,0.036241610738255034,17342.45305,1.0,12.0003521774803,14.684578166672814,2.886505327760403e-11,6.232261550716491e-12,1.0683466788016142e-11,1.5281883810532843e-11,2.2569894061733028e-11,3.52198439728805e-11,6.465935379947934e-11,46479198613.83899,74354888576.7427,99315182139.96512,123367020028.85236,147245530724.1528,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,25.93,0.020261437908496733,18460.0782,1.0,12.0003521774803,26.661750468933604,2.9475275066272383e-11,6.167922056691774e-12,1.1702540919781845e-11,1.5970336245651433e-11,2.3095227555559606e-11,3.5945905710710736e-11,6.681604502784554e-11,52507223817.238815,82925398977.55513,109369980103.47931,134366276453.33183,157639663749.5291,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,26.78,0.019230769230769232,19837.9644,1.0,12.0003521774803,29.64420134879245,2.9579768986624223e-11,5.4270919794235745e-12,1.2873282803740047e-11,1.6867233836925383e-11,2.4050170656576135e-11,3.6896329484093027e-11,6.794434807937444e-11,56309027514.7131,91210134244.44775,121515793544.75768,150925475564.03912,178105703554.32556,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,27.64,0.06225165562913908,18550.34955,1.0,12.0003521774803,9.127977384581524,2.6837500251618296e-11,4.968704503791791e-12,1.0160573864601638e-11,1.4692019901856222e-11,2.1845292046045723e-11,3.433577890121428e-11,6.31113099792804e-11,52252335687.34193,83265113897.1479,115221791530.52983,150277809315.89105,188606129777.52505,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,28.37,0.048734177215189876,20900.021950000002,1.0,12.0003521774803,12.240345760569102,2.8573309532489866e-11,4.628019421794821e-12,1.246417944572686e-11,1.6667033221450682e-11,2.3883522220140746e-11,3.701163576717042e-11,6.641853483889929e-11,59167685744.9568,98507270840.65161,134491520649.64262,173413340801.61172,210831236766.13113,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6015,2,29.23,0.02236842105263158,19198.5652,1.0,12.0003521774803,26.32544762949578,2.5722566509758968e-11,4.316522998640616e-12,1.1520047534464312e-11,1.5094891695629872e-11,2.1334325477940704e-11,3.265393904666189e-11,5.904593328599462e-11,58718758762.32701,95403299665.25671,129217826536.48163,160559095188.19595,191011450936.4206,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,1.33,0.07771428571428571,-10041.0242,0.197021484375,1.3435751367222197,1.9601607752549743,7.508829001195281e-10,9.939303449771738e-10,-8.843219274118989e-10,-5.492254623466051e-10,-2.36330210242197e-10,3.6711089742790874e-11,2.9794389935659406e-10,-13040662148.624382,-7399407992.177055,-2997533745.9395046,446057652.64342487,3405615148.546269,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,2.34,0.01540084388185654,5796.657720000003,0.666015625,0.5821474851141022,3.4416887356064296,7.864364655865179e-10,7.001657161012124e-10,-3.5298859031099614e-10,-1.2340436355056164e-10,9.040213437372025e-11,2.83793042739088e-10,4.510334091371374e-10,-16505303006.26683,-5135566427.584116,3535237087.4161906,10221322602.07922,16242034625.568752,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,3.33,0.0154251012145749,8016.342680000009,0.711669921875,0.7942067506028427,4.409096894973126,5.99306537410814e-10,5.187884244510682e-10,-2.343728075541596e-10,-6.797064561462005e-11,8.500619361286692e-11,2.2297240420265392e-10,3.5167684589342716e-10,-21684962730.603333,-5828726349.114114,6645300111.866796,16346477568.607922,24828836251.43069,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,4.34,0.014710743801652893,4035.7422700000097,0.616455078125,0.3825325347058037,2.384026920269665,4.419340466645016e-10,4.109244678339001e-10,-2.0480007206584779e-10,-8.064696729990343e-11,3.354573576342249e-11,1.3795875305478624e-10,2.366987117607573e-10,-31957649449.63147,-11571041772.350588,4587852006.558407,17072053210.383253,27669953239.210693,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,5.35,0.0175,2957.3369799999928,0.588134765625,0.2797557417124343,1.486261542813039,3.5176578609923743e-10,3.3494981166401044e-10,-1.6729792009076686e-10,-7.034866796933706e-11,2.0099579810322652e-11,1.0176207127545772e-10,1.8146731284204168e-10,-40454237902.49911,-15406092017.379986,4098916014.4369426,19086268152.034706,32858879273.081104,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,6.34,0.019699570815450644,-1209.3575299999939,0.47119140625,0.08561486784455723,0.5622862338929893,2.803805015680986e-10,2.8750244569822907e-10,-1.5746515818346655e-10,-7.979714370893203e-11,-5.374390476483088e-12,6.242808805027549e-11,1.286158604744922e-10,-53560317418.067055,-24526217701.017834,-1526619900.3323183,16453574907.245707,31699850106.36202,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,7.34,0.019871244635193134,-1297.0022800000006,0.46142578125,0.115829480891565,0.5975893746829123,2.425902984868779e-10,2.486680472162823e-10,-1.3268220412755048e-10,-6.790871713014558e-11,-5.601689211784794e-12,5.1689511941146565e-11,1.0752137969958685e-10,-60929556794.73015,-28214145023.999237,-2094759711.6472154,18305447594.394722,35586551099.748795,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,8.32,0.025951417004048582,6457.591970000009,0.683349609375,0.6590372357483005,2.0963450000580637,2.398215012019924e-10,2.1536717156797093e-10,-8.499389148789266e-11,-2.951471246286648e-11,2.639526136258454e-11,7.795793424587511e-11,1.3313424950893595e-10,-48889021738.851685,-15874816228.679804,12906064765.556993,35730265559.811005,56901160255.718956,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,9.34,0.030806451612903223,8636.741400000006,0.737060546875,0.9271974654557925,2.3653387399634522,2.1574854521597307e-10,1.8625825526514232e-10,-6.434072979374616e-11,-1.734417214005029e-11,3.032206036167197e-11,7.563374388925964e-11,1.2895937716078756e-10,-47796777578.17847,-11993610721.23254,18768704113.45628,43600024610.43131,69387243884.21936,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,10.38,0.037396694214876035,6489.986320000011,0.686279296875,0.6724473559187596,1.5251587797898865,1.8495622616843768e-10,1.6508129635436214e-10,-6.300098984011258e-11,-2.157187060904846e-11,2.099011447684045e-11,6.103177946312516e-11,1.0318292843871232e-10,-55896409454.31716,-17931893654.861774,15992168797.978977,43432846587.477875,68420545218.86812,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,11.36,0.0496031746031746,12372.65733000001,0.8125,1.415037499278844,2.070207489083798,1.8255120120013027e-10,1.4830091830277242e-10,-4.637730941552895e-11,-4.372923275436872e-12,3.463599026780685e-11,7.462484061736443e-11,1.1898992922659457e-10,-48798002409.45296,-4438571975.946437,31750565438.937386,63441495961.36732,96915479690.03859,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,12.34,0.03559183673469388,10005.774680000002,0.780029296875,1.1846167041864615,2.448419410460522,1.5956008935533878e-10,1.3356272238585717e-10,-4.0598540983250897e-11,-7.54669618632225e-12,2.6477335140495294e-11,6.007694594449806e-11,9.604874185245663e-11,-53563508921.29387,-8503677329.17424,28692642360.291004,59967784856.24735,89710951945.97891,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,13.32,0.017975708502024294,11304.755219999992,0.823974609375,1.5061445507591775,5.417908082641288,1.500322357157815e-10,1.228961372952352e-10,-3.09183857961118e-11,-1.5836651749486184e-12,2.7936039270956752e-11,5.7199602932632954e-11,8.969339588907483e-11,-47952382564.31911,-2257157458.4449544,34717603671.107,65935014330.077385,96518276309.71593,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,14.3,0.039033613445378146,6591.549770000005,0.69091796875,0.6939383105716587,1.5367008300965042,1.2970514265690555e-10,1.1514541216174109e-10,-4.158790170945486e-11,-1.3291359967958915e-11,1.4279880553009477e-11,4.329882085358991e-11,7.422543143467134e-11,-73301965119.99657,-21175179866.82316,21023091319.474426,57207653003.91882,94129062547.29034,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,15.47,0.040080321285140566,11110.907080000004,0.7998046875,1.320519900494554,2.3458590976895053,1.317424815854508e-10,1.0812656464560676e-10,-2.985372424310116e-11,-4.048279417745598e-12,2.3791080143592844e-11,5.154659449194715e-11,8.443639713159078e-11,-62632745750.56813,-7059626032.558078,40021818129.96834,81581133483.87062,121780404226.70709,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,16.35,0.0246,11613.387780000005,0.82421875,1.5081469036703252,3.9706322997461125,1.2527454413826594e-10,1.0230105915485451e-10,-2.5711446885449343e-11,-1.7560800009109594e-12,2.333596779256514e-11,4.753984487744511e-11,7.498613689874333e-11,-59838868624.29117,-3790422464.8397436,43340592664.755905,83815976220.02217,122196787536.23541,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,17.92,0.0275098814229249,13416.255720000001,0.863037109375,1.868143039391207,4.033288907908899,1.173438727432779e-10,9.270004573371892e-11,-2.2817636830502444e-11,1.9329258102982285e-12,2.473621048867372e-11,4.76054561643148e-11,7.19361185723161e-11,-59872649548.68038,4598099946.718446,56107629442.57478,100032975428.30122,147702833286.7897,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,19.1,0.059689922480620154,16066.904380000007,0.871826171875,1.963826387446515,2.1613254357895313,1.1381164099741729e-10,8.674312494997001e-11,-2.1414496506588886e-11,2.9832988417772275e-12,2.6419635632226495e-11,5.2333610192772385e-11,8.23047483818788e-11,-66102462599.47679,8128514676.994886,68164363411.57352,127486263705.61256,190310241535.0185,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,22.52,0.02562992125984252,16936.652819999996,0.91845703125,2.6162957075259476,5.510459887106316,9.387611764667953e-11,6.944597672918681e-11,-1.1528158795133055e-11,6.832141946485492e-12,2.460699201351663e-11,4.30195737431004e-11,6.325283669184629e-11,-50225005756.663795,26836673489.55883,88593305382.90567,142567820992.55554,198882055764.49442,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,26.05,0.0301953125,23672.72752,0.9775390625,4.476438043942987,6.648750013167509,8.255043718832739e-11,5.2785080876357537e-11,6.123772628209343e-13,1.521917898683954e-11,2.971605380887976e-11,4.4787929753729534e-11,6.389039002753064e-11,3760289042.347909,79547076733.24353,142203392216.43097,202589175824.7488,269953873621.55222,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,29.48,0.03333333333333333,28517.282270000003,0.994873046875,6.607682577221239,7.521184835248264,7.224749747373729e-11,4.069395019960204e-11,8.458965661006955e-12,1.9087512232366172e-11,3.1690503723857517e-11,4.493624620095403e-11,6.075366841315674e-11,60042890961.61459,127398006750.72096,192382098756.6615,261463523845.06213,331799392366.8754,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,33.0,0.0235655737704918,27149.350979999996,0.997802734375,7.830074998557688,11.13688519597051,5.925309206470716e-11,3.222838831455126e-11,8.012069766791092e-12,1.7301081951871044e-11,2.6951987475201663e-11,3.745803948388904e-11,4.995279350944111e-11,75219659817.18976,143676348061.7824,206280835928.6183,271419521170.0363,344501064562.73444,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6195,1,36.43,0.01723577235772358,30290.165699999998,1.0,12.0003521774803,17.015144828737725,5.4427351043072796e-11,2.7236736540381828e-11,1.0563712714002224e-11,1.8892068625273758e-11,2.7072096434625236e-11,3.624675294276587e-11,4.772824228395979e-11,121459711346.82446,189262845643.47687,252717052920.12354,322504623498.799,398360414940.41174,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,1.52,0.05,2356.5111499999994,0.836669921875,1.6141375993585392,2.5145902535857063,2.1356038528082414e-10,1.6333632389099e-10,-6.549776183753945e-11,-8.057529800342372e-13,4.931657021172408e-11,9.308599623699044e-11,1.3299273457575137e-10,-1133665690.3695402,-14212582.073786855,814428720.9358863,1524889922.020492,2096568951.3266137,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
