galaxy,quality,radius_nominal_kpc,fractional_velocity_error,shadow_delta_v2_nominal_km2_s2,shadow_sign_probability_positive,shadow_sign_evidence_bits,shadow_fixed_nuisance_closure_cost_sigma,g_observed_p50_m_s2,g_baryonic_p50_m_s2,g_inobservable_p025_m_s2,g_inobservable_p16_m_s2,g_inobservable_p50_m_s2,g_inobservable_p84_m_s2,g_inobservable_p975_m_s2,mass_inobservable_p025_solar,mass_inobservable_p16_solar,mass_inobservable_p50_solar,mass_inobservable_p84_solar,mass_inobservable_p975_solar,inobservable_status,authority
NGC6503,1,2.28,0.01818181818181818,1832.4368000000013,0.735595703125,0.9191824723916728,4.335507502788509,1.721350975391199e-10,1.4627350718696507e-10,-7.19603190370146e-11,-1.7133227007358555e-11,2.6025521990564686e-11,5.978694986018711e-11,8.679657405576491e-11,-2748603720.6417184,-655372639.9734676,976666931.112268,2206014058.6948504,3097400701.149581,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,3.04,0.01694915254237288,4735.375400000001,0.9453125,3.192645077942396,11.071343123346345,1.4848265216659282e-10,9.817536823044322e-11,-1.517905863163963e-11,2.1285349857438474e-11,5.0295357018578436e-11,7.341390017176793e-11,9.311166641584602e-11,-1046511469.2617824,1424462405.4548655,3343743902.8575993,4801465650.957087,5911390737.086554,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,3.79,0.01652892561983471,7024.43705,0.993408203125,6.245112497836532,16.863538898072868,1.2538310303225635e-10,6.527379792800262e-11,1.589558105337364e-11,4.0389292001401716e-11,5.997802780350506e-11,7.555921345208494e-11,8.981666098529019e-11,1775701849.907589,4232390784.2422943,6180316423.576168,7719796280.852945,8913452056.734053,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,4.55,0.01652892561983471,8203.08115,0.9990234375,9.0,20.381678593191367,1.0453485281074554e-10,4.595605209519819e-11,2.7693754608093034e-11,4.466945613507715e-11,5.8387963313332e-11,7.026647981876445e-11,8.09777811735773e-11,4205947429.0517406,6693987371.015623,8653306171.287304,10288437447.316462,11500445672.533506,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,5.31,0.017094017094017096,8052.78105,0.999755859375,11.0,20.962622128070798,8.37401636585352e-11,3.447318430634487e-11,2.5712091879875093e-11,3.884142648536644e-11,4.9075107127148865e-11,5.805031058799339e-11,6.606961460650923e-11,5410528795.775518,7952765747.013866,9902323900.6264,11526143912.393198,12908167236.744576,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,6.07,0.017241379310344827,8416.748749999999,0.999755859375,11.0,22.50615810453875,7.201774272025854e-11,2.696168512332287e-11,2.6478738460746927e-11,3.6695544342476484e-11,4.477894250843828e-11,5.209000254961191e-11,5.884626343890612e-11,7340838933.296825,9826537714.706007,11836206833.600597,13577419342.74035,15012432768.866787,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,6.83,0.017241379310344827,8814.3703,1.0,12.0003521774803,23.93524658829893,6.396844137697817e-11,2.207007134770714e-11,2.6819648740096978e-11,3.498488104620457e-11,4.171766406826115e-11,4.789092775128395e-11,5.377344677339497e-11,9308177614.730642,11886819036.829817,13966300814.503342,15795159026.214098,17292125456.51053,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,7.59,0.017241379310344827,9148.2122,1.0,12.0003521774803,25.1831301005108,5.761011034906349e-11,1.8430909757936706e-11,2.645447117406325e-11,3.329714949935265e-11,3.9051344945920564e-11,4.416295549500285e-11,4.8942916987805934e-11,11322315944.221994,13939009608.44586,16090665215.63234,17997388770.023598,19714215726.12374,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,8.35,0.008695652173913044,9240.33465,1.0,12.0003521774803,51.875794262422595,5.14332993966548e-11,1.5495955484409202e-11,2.5632965901665708e-11,3.12494057367615e-11,3.5773916132974694e-11,3.9979998097336895e-11,4.389077601421282e-11,13380609474.883236,15803023920.88953,17896551787.449577,19640109352.651997,21246586868.043404,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,9.11,0.008695652173913044,9486.3454,1.0,12.0003521774803,53.85546140496275,4.709735556119836e-11,1.3325620358668742e-11,2.491293867153169e-11,2.974579692092812e-11,3.370703244721499e-11,3.7326918034925265e-11,4.087576303801234e-11,15477925641.894136,17908330036.198967,20004164643.67868,21893029433.158165,23584155699.431213,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,9.86,0.008620689655172414,9889.08635,1.0,12.0003521774803,56.27635602209122,4.435147252003478e-11,1.1745901740340294e-11,2.48730726662547e-11,2.8882107447610264e-11,3.249163488177581e-11,3.5762662240958216e-11,3.891444066288476e-11,17809682704.395596,20438327480.357025,22594937530.901524,24497529692.703766,26332246514.560143,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,10.64,0.008547008547008548,10289.4522,1.0,12.0003521774803,58.69435876349527,4.174999695090125e-11,1.0373675453361568e-11,2.431792293383842e-11,2.8112770687009723e-11,3.132887806696612e-11,3.4248346274149006e-11,3.745377451850148e-11,20489183949.206726,23099140574.616604,25356375772.968513,27431513455.651752,29398820291.551083,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,11.38,0.008547008547008548,10436.9706,1.0,12.0003521774803,59.97343250729534,3.906814003790386e-11,9.277740097704506e-12,2.3651040364978427e-11,2.676537540660366e-11,2.969508804031331e-11,3.2433988848418416e-11,3.512506368919503e-11,22641644032.867474,25250396626.11728,27486483172.436947,29655011550.4051,31689813360.945038,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,12.12,0.00847457627118644,10791.2238,1.0,12.0003521774803,62.028791329827435,3.728542447246879e-11,8.391406405905884e-12,2.329483098470464e-11,2.6147461796803987e-11,2.880737455032101e-11,3.1389909201614424e-11,3.396691912388979e-11,25533080825.39765,27935762409.421375,30321745318.27838,32530218128.035084,34712778782.734146,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,12.86,0.008547008547008548,10650.5223,1.0,12.0003521774803,61.87761162649063,3.456335583695259e-11,7.670064443756657e-12,2.1823407032584002e-11,2.4432002031195293e-11,2.6800079919413837e-11,2.914003154313962e-11,3.1463806702200796e-11,26825411344.672127,29363792963.796253,31771612063.28712,34079715336.495594,36200168845.460754,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,13.7,0.008620689655172414,10527.8996,1.0,12.0003521774803,61.888075251382894,3.1878936535512764e-11,6.9378966728251086e-12,2.0415120896464827e-11,2.2694929590211148e-11,2.4858521772422915e-11,2.7003823396993135e-11,2.923199765141548e-11,28390677955.860943,30998260646.708202,33406283953.193474,35746824798.197815,37975740777.4769,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,14.44,0.008695652173913044,10417.09915,1.0,12.0003521774803,62.010370354191004,2.973522249024636e-11,6.312000880624781e-12,1.93340078663495e-11,2.133523134113981e-11,2.334495203671433e-11,2.528229615876712e-11,2.7379790364980535e-11,29841027306.534443,32370855839.348892,34864882357.17724,37330180541.16501,39611736919.56275,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,15.18,0.008547008547008548,11002.04505,1.0,12.0003521774803,65.16415381225073,2.9243734133703107e-11,5.745589091242694e-12,1.9488666000734185e-11,2.1541888079269615e-11,2.3444602074794523e-11,2.53811713065971e-11,2.7391490274286295e-11,33478388806.54098,36117076536.3306,38694886070.483185,41348257431.477875,43682719722.87787,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,15.91,0.008620689655172414,10871.8959,1.0,12.0003521774803,65.16591596182735,2.742443976388661e-11,5.272035353023782e-12,1.8521387763175332e-11,2.03292822871672e-11,2.210741028523492e-11,2.3881277014974932e-11,2.5663405423763946e-11,34752297032.091064,37409135524.38684,40066567300.60182,42767947206.676956,45214977696.488304,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,16.65,0.017391304347826087,10714.20985,1.0,12.0003521774803,32.446107338379534,2.575912299253413e-11,4.8946464841212575e-12,1.7329755965274413e-11,1.9023126049839804e-11,2.079512962307673e-11,2.2710519257797333e-11,2.450697408981882e-11,35145929907.751816,38222857916.73059,41393566880.234146,44449252868.42823,47448785032.47133,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,17.49,0.017391304347826087,10807.55465,1.0,12.0003521774803,32.916238337064854,2.4523871909924848e-11,4.486235629631985e-12,1.663636648915192e-11,1.8316489113907756e-11,1.998609050291876e-11,2.1740730103325494e-11,2.352784145026258e-11,37359659011.517395,40680277384.27227,43731370286.64601,47085648835.59113,50389716907.477684,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,18.23,0.017391304347826087,10899.24555,1.0,12.0003521774803,33.38696177376231,2.3569828342481492e-11,4.14084833981636e-12,1.6181083145622408e-11,1.7769259896780904e-11,1.9337009977012302e-11,2.1020929891904706e-11,2.2877672796227872e-11,39521740456.254105,42758978930.37389,46062474452.71886,49431542265.66408,53109957528.900925,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,18.97,0.017543859649122806,10768.30875,1.0,12.0003521774803,33.40078788391443,2.2239723389064744e-11,3.8115398074272204e-12,1.534850901501388e-11,1.6895072105401706e-11,1.839988066296668e-11,1.9970323006278293e-11,2.151640673250959e-11,40612352747.36502,43981931892.22905,47362224457.843124,50891237234.69809,54511893614.87,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,19.71,0.017391304347826087,11072.4042,1.0,12.0003521774803,34.301962367475994,2.1790931579428714e-11,3.5447420762599177e-12,1.5285804201323574e-11,1.6701473227919338e-11,1.8170304944164852e-11,1.9706014119614328e-11,2.1345670962616708e-11,43808807043.459335,46982828538.34196,50558547771.856125,54241823553.903076,57953671945.7698,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,20.45,0.017543859649122806,10908.6671,1.0,12.0003521774803,34.15633074569674,2.064956819225355e-11,3.312852515635506e-12,1.4618969434625283e-11,1.5912421404961783e-11,1.727174819592131e-11,1.8691809128221463e-11,2.020632510348768e-11,44680852954.15974,48124749054.700134,51745640676.0515,55419322464.53409,59102443226.517075,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,21.29,0.017241379310344827,11435.86865,1.0,12.0003521774803,35.52706433284695,2.0532179360989694e-11,3.0796516946999637e-12,1.4788701057022304e-11,1.6046667355879954e-11,1.7370502863616774e-11,1.8789128157728765e-11,2.0311001418637283e-11,48925814339.83363,52580661267.15563,56469064910.83113,60460622641.78743,64628605375.30892,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,22.03,0.02608695652173913,11267.5108,1.0,12.0003521774803,23.585492813447043,1.9473952345044284e-11,2.8838972141414202e-12,1.3672933566539872e-11,1.505008072938674e-11,1.6528453196808513e-11,1.8062794215114652e-11,1.980363614585597e-11,48675072955.85024,52651432536.84788,57395198929.654434,62393306081.94967,67461779575.65713,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,22.76,0.03389830508474576,12024.16705,1.0,12.0003521774803,18.603231700407683,1.9818714538652593e-11,2.7091680244640867e-12,1.3757481403186816e-11,1.535037446828573e-11,1.704132769416954e-11,1.885941979335853e-11,2.0875802335671343e-11,52066730888.96235,57366017236.93822,63349456402.05654,69410400546.07303,75357342746.06029,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6503,1,23.5,0.08695652173913043,11386.556349999999,1.0,12.0003521774803,7.21229239569674,1.8365442577116785e-11,2.539071498468179e-12,9.607926768313507e-12,1.2672641589458712e-11,1.579951347432514e-11,1.9300419212778842e-11,2.304232443605872e-11,38193972380.50482,50051343016.72749,62445568569.94605,75750650453.98808,91023678565.90567,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,7.49,0.028070175438596492,50495.93412,0.999267578125,9.415037499278844,13.712865134245817,3.5921181638153117e-10,1.3357941045373175e-10,7.495144314878921e-11,1.3750722671609924e-10,2.2386049215991473e-10,3.50826889271435e-10,5.330111674973219e-10,40669150210.93057,60451038232.61614,84436137027.09076,116057863202.70334,160029872343.5892,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,12.54,0.024054982817869417,53144.93707,0.998779296875,8.678071905112638,16.202291396104535,2.2388216112577577e-10,8.183415666639512e-11,4.857771373303907e-11,8.678531623656174e-11,1.4113895350220363e-10,2.1794011611903464e-10,3.24232445825035e-10,71237782234.29713,108578774093.9728,148402652976.7201,204103759520.4647,283505196587.79126,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,17.45,0.01824817518248175,47557.15788,0.998779296875,8.678071905112638,21.622391816166136,1.4230822302946465e-10,5.11933366099538e-11,3.0869219207281614e-11,5.681351710949214e-11,9.052775305048829e-11,1.3838106993626682e-10,2.0705879448075801e-10,91511217978.95929,135464969990.46991,185089505601.25577,253178547105.87567,345398167566.27234,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,22.47,0.015037593984962405,46833.034530000004,0.999755859375,11.0,27.832373464679783,1.041361199730099e-10,3.454496345565286e-11,2.7081671050199013e-11,4.45932618116794e-11,6.91581296500538e-11,1.0477129908517109e-10,1.538061067519689e-10,123902433642.1885,175931870125.84076,235305065559.62665,318912057920.05927,431713395034.8234,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,27.48,0.00784313725490196,43798.47873,1.0,12.0003521774803,54.653378132544816,7.83440501219483e-11,2.506578602500797e-11,2.165105024285273e-11,3.48813881982644e-11,5.2803271880473826e-11,7.920040998256188e-11,1.1609828853034805e-10,150067195832.22626,203887533952.91345,268544662780.9588,362014675162.9164,485842131435.49414,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,32.5,0.008,43946.601720000006,1.0,12.0003521774803,56.89457018709889,6.357502220385644e-11,1.8524406500296255e-11,2.0164992010109796e-11,3.0348652851777495e-11,4.4853081149460945e-11,6.636555866877658e-11,9.648839091823074e-11,187524380566.44302,244542932774.13293,320504863669.1407,425553667716.80066,565846122014.3883,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,37.51,0.008264462809917356,42191.59142,1.0,12.0003521774803,57.02264349787497,5.157576025165429e-11,1.41617756879568e-11,1.7518623801916056e-11,2.5575888650892994e-11,3.717619334388014e-11,5.461591594958119e-11,7.955201646245564e-11,211306497356.3662,273028881591.75623,355961956745.1775,469373477208.1426,621259832957.4673,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,42.42,0.008438818565400843,41304.52372,1.0,12.0003521774803,57.54002075131587,4.37615273690147e-11,1.1368116426147811e-11,1.5758526614698697e-11,2.2302751882583582e-11,3.21971967450828e-11,4.6891960929519953e-11,6.794229437750199e-11,240009758717.59995,304091077781.75574,395497516431.0792,517500430205.74005,689656540453.4667,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,47.44,0.00851063829787234,41746.62835,1.0,12.0003521774803,59.451805260628475,3.845736113397537e-11,9.217294397817872e-12,1.4885526831452385e-11,2.0448445614581933e-11,2.911109467573245e-11,4.1983239407848576e-11,6.032855525597846e-11,274205808137.2729,348160032487.73126,449083377267.6046,586562482644.4104,780640795005.6256,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,52.45,0.00847457627118644,43628.68573,1.0,12.0003521774803,63.07433598489683,3.517173285283218e-11,7.465168508191701e-12,1.4448378367962371e-11,1.964143968948905e-11,2.754284574962177e-11,3.925037370532564e-11,5.6362710743828014e-11,319873008239.13,404709024546.1427,520494815154.3715,676639673552.9064,885581945444.105,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,57.47,0.008264462809917356,47246.05332,1.0,12.0003521774803,67.80708064037094,3.3706940441756217e-11,6.389543809573699e-12,1.4829680444200278e-11,1.9697724969985146e-11,2.724649655644475e-11,3.847491309867769e-11,5.476935182491079e-11,380567104858.8156,481738161237.3598,619814501623.5967,800986621601.9623,1058178043308.4175,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,62.48,0.008130081300813009,49942.61078,1.0,12.0003521774803,71.58650658630557,3.2091326773393367e-11,5.4904844117687545e-12,1.471083980582837e-11,1.9372965908741525e-11,2.6449677756470575e-11,3.7298051243684903e-11,5.276283822476943e-11,437824372799.1237,557504428980.5846,714943331087.7,920679888327.1122,1204535963780.2363,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,67.4,0.01652892561983471,48886.766619999995,1.0,12.0003521774803,35.90676747050115,2.8721559022160466e-11,4.658842494890763e-12,1.3507907870663428e-11,1.755284113171321e-11,2.3969772578180617e-11,3.351374625006563e-11,4.762613389948892e-11,461360890839.36206,583979628616.908,755112223104.5447,974536441132.7874,1282520655886.3274,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6674,1,72.41,0.02066115702479339,49765.97023,1.0,12.0003521774803,29.640437350513743,2.6776825768020874e-11,3.942864686956891e-12,1.26820827380699e-11,1.6899558479986273e-11,2.2731846435060472e-11,3.187012172247592e-11,4.483310044351137e-11,496881254561.1052,639498752795.9406,826686530565.1984,1066971965622.1353,1407951634680.865,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6789,2,0.51,0.08779443254817985,1849.6526500000004,1.0,12.0003521774803,6.951237268864248,1.3930443129071085e-10,2.099130144396201e-11,5.614938932131721e-11,8.179969116209155e-11,1.1820719090568247e-10,1.743604172921703e-10,2.733954191206728e-10,108130430.08893032,153123811.53205594,219533829.8105141,324619601.0533176,516944113.2145478,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6946,1,0.19,0.05228758169934641,-14947.37582999999,0.155029296875,1.689387218340472,5.3559798076741565,4.000338432366302e-09,6.56183023196189e-09,-7.0470939873232565e-09,-4.582798652620438e-09,-2.4310273111741145e-09,-5.860303187808059e-11,3.847404711696909e-09,-3334767618.678711,-1707410641.2413914,-630052965.6792765,-7874084.206847137,228155466.5888043,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6946,1,0.56,0.06923076923076923,-4944.207429999999,0.28662109375,0.8027833068899478,1.9775400035410213,9.846566244912533e-10,1.2732303890538481e-09,-1.1418520522729788e-09,-6.915748710967932e-10,-2.736605686978463e-10,2.503564140762995e-10,1.2511487771018475e-09,-4831832995.263092,-2286646810.7823677,-631829243.1874352,310228943.5554556,782031620.5486407,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6946,1,0.94,0.0234375,-1002.9498699999967,0.441650390625,0.17902330737875902,1.286527971367197,5.661658163872761e-10,6.061058310919118e-10,-4.1281256383485996e-10,-2.2904062180148195e-10,-3.514729936626364e-11,2.2821236218754634e-10,7.973828921613196e-10,-5100905883.659636,-2161276074.574857,-219929511.27971327,762077391.081994,1273929105.1094165,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC6946,1,1.22,0.022388059701492536,1788.9227300000002,0.60546875,0.34178851724820525,2.2833926203062447,4.793403043585898e-10,4.35180111921254e-10,-2.2710892887957814e-10,-1.0111619256952739e-10,4.4486378604056936e-11,2.6446763546998725e-10,7.47553325698938e-10,-4889109650.660487,-1654503544.8825653,468356216.50720596,1473549396.7237887,2173593647.0249557,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
